QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI
<Package>com.serotonin.mango.view.text,com.serotonin.mango.view.text,low-medium,low-medium,medium-high,low,,,,,,213,603,,,,,,,,,,,
<Package>com.serotonin.mango.vo,com.serotonin.mango.vo,low-medium,low,medium-high,low,,,,,,202,1019,,,,,,,,,,,
<Package>com.serotonin.mango.vo.bean,com.serotonin.mango.vo.bean,low,low,low,low,,,,,,15,46,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource,com.serotonin.mango.vo.dataSource,low,low,low-medium,low,,,,,,67,351,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.bacnet,com.serotonin.mango.vo.dataSource.bacnet,low,low,low-medium,low,,,,,,72,773,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.ebro,com.serotonin.mango.vo.dataSource.ebro,low,low,low-medium,low,,,,,,81,388,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.galil,com.serotonin.mango.vo.dataSource.galil,low,low-medium,low-medium,low,,,,,,134,620,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.http,com.serotonin.mango.vo.dataSource.http,low,low-medium,low-medium,low,,,,,,114,607,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.internal,com.serotonin.mango.vo.dataSource.internal,low,low,low,low,,,,,,26,146,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.jmx,com.serotonin.mango.vo.dataSource.jmx,low,low,low,low,,,,,,38,201,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.mbus,com.serotonin.mango.vo.dataSource.mbus,low,low,low-medium,low,,,,,,107,469,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.meta,com.serotonin.mango.vo.dataSource.meta,low,low,low-medium,low,,,,,,48,251,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.modbus,com.serotonin.mango.vo.dataSource.modbus,low,low,low-medium,low,,,,,,142,821,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.nmea,com.serotonin.mango.vo.dataSource.nmea,low,low,low,low,,,,,,33,151,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.onewire,com.serotonin.mango.vo.dataSource.onewire,low,low,low-medium,low,,,,,,59,259,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.openv4j,com.serotonin.mango.vo.dataSource.openv4j,low,low,low,low,,,,,,42,202,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.pachube,com.serotonin.mango.vo.dataSource.pachube,low,low,low,low,,,,,,38,199,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.persistent,com.serotonin.mango.vo.dataSource.persistent,low,low,low,low,,,,,,26,104,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.pop3,com.serotonin.mango.vo.dataSource.pop3,low,low,low-medium,low,,,,,,46,261,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.snmp,com.serotonin.mango.vo.dataSource.snmp,low,low,low-medium,low,,,,,,68,393,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.spinwave,com.serotonin.mango.vo.dataSource.spinwave,low,low,low-medium,low,,,,,,62,278,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.sql,com.serotonin.mango.vo.dataSource.sql,low,low,low,low,,,,,,45,228,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.viconics,com.serotonin.mango.vo.dataSource.viconics,low,low,low,low,,,,,,46,230,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.virtual,com.serotonin.mango.vo.dataSource.virtual,low,medium-high,medium-high,low,,,,,,169,770,,,,,,,,,,,
<Package>com.serotonin.mango.vo.dataSource.vmstat,com.serotonin.mango.vo.dataSource.vmstat,low,low,low,low,,,,,,25,168,,,,,,,,,,,
<Package>com.serotonin.mango.vo.event,com.serotonin.mango.vo.event,low-medium,low-medium,medium-high,low,,,,,,355,1836,,,,,,,,,,,
<Package>com.serotonin.mango.vo.hierarchy,com.serotonin.mango.vo.hierarchy,low,low,low,low,,,,,,55,154,,,,,,,,,,,
<Package>com.serotonin.mango.vo.link,com.serotonin.mango.vo.link,low,low,low,low,,,,,,21,112,,,,,,,,,,,
<Package>com.serotonin.mango.vo.mailingList,com.serotonin.mango.vo.mailingList,low,low,low,low,,,,,,44,195,,,,,,,,,,,
<Package>com.serotonin.mango.vo.permission,com.serotonin.mango.vo.permission,low,low,low,low,,,,,,76,182,,,,,,,,,,,
<Package>com.serotonin.mango.vo.publish,com.serotonin.mango.vo.publish,low,low,low,low,,,,,,53,223,,,,,,,,,,,
<Package>com.serotonin.mango.vo.publish.httpSender,com.serotonin.mango.vo.publish.httpSender,low,low,low,low,,,,,,30,155,,,,,,,,,,,
<Package>com.serotonin.mango.vo.publish.pachube,com.serotonin.mango.vo.publish.pachube,low,low,low,low,,,,,,21,94,,,,,,,,,,,
<Package>com.serotonin.mango.vo.publish.persistent,com.serotonin.mango.vo.publish.persistent,low,low,low,low,,,,,,29,150,,,,,,,,,,,
<Package>com.serotonin.mango.vo.report,com.serotonin.mango.vo.report,low-medium,low-medium,medium-high,low,,,,,,351,1317,,,,,,,,,,,
<Package>com.serotonin.mango.web,com.serotonin.mango.web,low,low,low,low,,,,,,20,57,,,,,,,,,,,
<Package>com.serotonin.mango.web.comparators,com.serotonin.mango.web.comparators,low,low,low,low,,,,,,31,89,,,,,,,,,,,
<Package>com.serotonin.mango.web.dwr,com.serotonin.mango.web.dwr,low-medium,high,medium-high,low,,,,,,498,4170,,,,,,,,,,,
<Package>com.serotonin.mango.web.dwr.beans,com.serotonin.mango.web.dwr.beans,low-medium,medium-high,high,low,,,,,,368,2109,,,,,,,,,,,
<Package>com.serotonin.mango.web.dwr.longPoll,com.serotonin.mango.web.dwr.longPoll,low,low,low,low,,,,,,51,137,,,,,,,,,,,
<Package>com.serotonin.mango.web.dwr.util,com.serotonin.mango.web.dwr.util,low,low,low,low,,,,,,0,22,,,,,,,,,,,
<Package>com.serotonin.mango.web.email,com.serotonin.mango.web.email,low,low,low,low,,,,,,18,145,,,,,,,,,,,
<Package>com.serotonin.mango.web.filter,com.serotonin.mango.web.filter,low,low,low,low,,,,,,5,71,,,,,,,,,,,
<Package>com.serotonin.mango.web.integration,com.serotonin.mango.web.integration,low,low,low,low,,,,,,7,73,,,,,,,,,,,
<Package>com.serotonin.mango.web.mvc,com.serotonin.mango.web.mvc,low,low,low,low,,,,,,1,17,,,,,,,,,,,
<Package>com.serotonin.mango.web.mvc.controller,com.serotonin.mango.web.mvc.controller,low,low,medium-high,low,,,,,,42,765,,,,,,,,,,,
<Package>com.serotonin.mango.web.mvc.form,com.serotonin.mango.web.mvc.form,low,low,low,low,,,,,,14,43,,,,,,,,,,,
<Package>com.serotonin.mango.web.mvc.interceptor,com.serotonin.mango.web.mvc.interceptor,low,low,low,low,,,,,,0,13,,,,,,,,,,,
<Package>com.serotonin.mango.web.servlet,com.serotonin.mango.web.servlet,low,low,medium-high,low,,,,,,35,463,,,,,,,,,,,
<Package>com.serotonin.mango.web.taglib,com.serotonin.mango.web.taglib,low,low-medium,low-medium,low,,,,,,60,219,,,,,,,,,,,
br.org.scadabr.vo.dataSource.opc.OPCPointLocatorVO,OPCPointLocatorVO,low-medium,low,low-medium,high,3,31,11,2,0,13,63,42,3,2,12,0,0,0.689,0.806,0.644,0,0
com.serotonin.mango.vo.dataSource.jmx.JmxPointLocatorVO,JmxPointLocatorVO,low-medium,low,low-medium,high,3,35,11,2,0,17,88,57,5,2,16,0,0,0.736,0.812,0.714,0,0
com.serotonin.mango.vo.dataSource.pachube.PachubePointLocatorVO,PachubePointLocatorVO,low-medium,low,low-medium,high,3,36,12,2,0,17,84,57,5,2,16,0,0,0.736,0.812,0.714,0,0
com.serotonin.mango.vo.dataSource.snmp.SnmpPointLocatorVO,SnmpPointLocatorVO,low-medium,low,low-medium,high,3,37,12,2,0,20,111,69,5,2,17,0,0,0.745,0.817,0.714,0,0
com.serotonin.mango.vo.dataSource.galil.TellPositionPointTypeVO,TellPositionPointTypeVO,low-medium,low,low-medium,high,5,32,10,2,0,21,98,70,6,2,20,0,0,0.758,0.806,0.797,0,0
com.serotonin.mango.vo.dataSource.http.HttpRetrieverPointLocatorVO,HttpRetrieverPointLocatorVO,low-medium,low,low-medium,high,3,38,11,2,0,20,122,69,6,2,19,0,0,0.758,0.819,0.772,0,0
com.serotonin.mango.db.dao.DataPointDao,DataPointDao,very-high,medium-high,medium-high,high,17,206,72,2,0,71,336,289,0,3,37,0,0,0.762,0.82,0.97,5,0
com.serotonin.mango.view.component.CompoundComponent,CompoundComponent,medium-high,low-medium,low-medium,high,6,71,38,2,3,59,152,134,3,2,27,0,1,0.785,0.852,0.868,4,0.074
com.serotonin.mango.vo.dataSource.modbus.ModbusIpDataSourceVO,ModbusIpDataSourceVO,low-medium,low,low-medium,high,4,51,18,3,0,22,119,68,4,3,17,0,0,0.79,0.835,0.833,1,0
com.serotonin.mango.rt.dataImage.types.ImageValue,ImageValue,low-medium,low,low-medium,high,2,48,17,2,0,46,127,120,3,3,27,1,0,0.792,0.821,0.836,0,0
com.serotonin.mango.vo.dataSource.pop3.Pop3PointLocatorVO,Pop3PointLocatorVO,low-medium,low,low-medium,high,3,42,11,2,0,25,150,93,8,2,23,0,0,0.795,0.821,0.805,0,0
com.serotonin.mango.vo.dataSource.galil.GalilPointLocatorVO,GalilPointLocatorVO,low-medium,medium-high,low-medium,high,11,35,13,2,0,28,113,77,6,2,21,0,0,0.805,0.869,0.928,0,0
com.serotonin.mango.view.graphic.DynamicImageRenderer,DynamicImageRenderer,low-medium,low,low-medium,high,5,36,16,2,0,22,64,54,4,3,16,1,0,0.813,0.807,0.648,4,0
com.serotonin.mango.vo.dataSource.spinwave.SpinwaveDataSourceVO,SpinwaveDataSourceVO,low-medium,low-medium,low-medium,high,8,28,10,2,0,24,118,85,4,4,17,0,0,0.821,0.801,0.909,0,0
com.serotonin.mango.vo.dataSource.jmx.JmxDataSourceVO,JmxDataSourceVO,low-medium,low-medium,low-medium,high,8,46,13,2,0,21,113,74,5,4,20,0,0,0.826,0.822,0.933,0,0
com.serotonin.mango.vo.dataSource.galil.GalilDataSourceVO,GalilDataSourceVO,low-medium,low-medium,low-medium,high,7,45,10,2,0,23,125,80,6,4,22,0,0,0.833,0.801,0.941,0,0
com.serotonin.mango.view.component.ViewComponent,ViewComponent,low-medium,medium-high,low-medium,high,17,55,21,1,3,50,171,128,5,3,26,4,0,0.839,0.848,0.935,2,0
br.org.scadabr.vo.dataSource.opc.OPCDataSourceVO,OPCDataSourceVO,low-medium,low-medium,low-medium,high,7,46,9,2,0,25,133,88,7,4,24,0,0,0.841,0.802,0.947,0,0
com.serotonin.mango.view.component.DynamicGraphicComponent,DynamicGraphicComponent,low-medium,low,low-medium,high,5,47,18,3,0,34,108,82,4,3,21,0,0,0.841,0.815,0.749,3,0
com.serotonin.mango.view.component.PointComponent,PointComponent,low-medium,low-medium,low-medium,high,6,67,19,2,6,37,109,89,7,2,26,0,1,0.842,0.85,0.848,2,0.077
com.serotonin.mango.vo.dataSource.sql.SqlDataSourceVO,SqlDataSourceVO,low-medium,low-medium,low-medium,high,6,52,13,2,0,28,150,106,8,4,26,0,0,0.848,0.825,0.952,0,0
com.serotonin.mango.rt.dataImage.DataPointRT,DataPointRT,high,high,medium-high,high,24,185,60,1,0,97,273,231,12,1,33,0,0,0.849,0.83,0.714,4,0
com.serotonin.mango.vo.dataSource.modbus.ModbusPointLocatorVO,ModbusPointLocatorVO,low-medium,low,medium-high,high,5,54,19,2,0,43,282,163,11,4,32,0,0,0.853,0.861,0.799,0,0
com.serotonin.mango.vo.dataSource.modbus.ModbusSerialDataSourceVO,ModbusSerialDataSourceVO,low-medium,low,low-medium,high,5,64,19,3,0,33,198,122,10,4,29,0,0,0.857,0.841,0.943,0,0
com.serotonin.mango.rt.publish.PublisherRT<T>,PublisherRT,low-medium,medium-high,low-medium,high,14,89,33,1,3,33,100,88,8,2,17,0,0,0.858,0.801,0.75,3,0
com.serotonin.mango.vo.dataSource.viconics.ViconicsDataSourceVO,ViconicsDataSourceVO,low-medium,low-medium,low-medium,high,8,40,10,2,0,30,176,120,10,4,29,0,0,0.86,0.806,0.843,0,0
com.serotonin.mango.vo.dataSource.bacnet.BACnetIPPointLocatorVO,BACnetIPPointLocatorVO,low-medium,low,medium-high,high,4,53,16,2,0,35,539,166,12,4,31,0,1,0.864,0.824,0.828,0,0.065
com.serotonin.mango.vo.dataSource.http.HttpImagePointLocatorVO,HttpImagePointLocatorVO,low-medium,low,low-medium,high,5,40,9,2,0,27,155,96,9,6,26,0,0,0.867,0.803,0.819,0,0
com.serotonin.mango.vo.dataSource.bacnet.BACnetIPDataSourceVO,BACnetIPDataSourceVO,low-medium,low-medium,medium-high,high,6,58,10,2,0,37,234,156,12,4,35,0,0,0.867,0.807,0.841,0,0
com.serotonin.mango.vo.dataSource.DataSourceVO<T>,DataSourceVO,low-medium,low-medium,medium-high,high,7,55,27,1,25,39,312,92,5,3,29,1,0,0.875,0.839,0.905,1,0
com.serotonin.mango.vo.dataSource.ebro.EBI25DataSourceVO,EBI25DataSourceVO,low-medium,low-medium,medium-high,high,7,59,14,2,0,33,157,108,11,4,32,0,0,0.888,0.826,0.963,0,0
com.serotonin.mango.rt.RuntimeManager,RuntimeManager,very-high,very-high,very-high,high,40,434,149,1,0,151,404,393,9,0,59,0,0,0.892,0.879,0.96,9,0
com.serotonin.mango.rt.dataSource.bacnet.BACnetIPDataSourceRT,BACnetIPDataSourceRT,very-high,medium-high,medium-high,high,11,236,49,3,0,59,392,190,4,3,20,0,2,0.893,0.818,0.712,6,0.3
com.serotonin.mango.vo.dataSource.snmp.SnmpDataSourceVO,SnmpDataSourceVO,low-medium,low-medium,high,high,6,69,10,2,0,48,282,195,18,4,46,0,0,0.903,0.807,0.976,0,0
com.serotonin.mango.vo.dataSource.mbus.MBusDataSourceVO,MBusDataSourceVO,low-medium,low-medium,medium-high,high,8,58,12,2,0,39,163,117,11,3,34,0,0,0.903,0.83,0.961,0,0
com.serotonin.mango.vo.dataSource.mbus.MBusPointLocatorVO,MBusPointLocatorVO,medium-high,low,very-high,high,4,69,15,2,0,68,306,215,19,3,52,0,0,0.904,0.862,0.896,0,0
com.serotonin.mango.vo.publish.PublisherVO<T>,PublisherVO,low-medium,low-medium,low-medium,high,7,48,16,1,3,34,190,96,10,3,30,2,0,0.906,0.833,0.949,0,0
com.serotonin.mango.vo.dataSource.ebro.EBI25PointLocatorVO,EBI25PointLocatorVO,low-medium,low-medium,medium-high,high,8,48,9,2,0,45,217,122,11,6,34,0,1,0.909,0.827,0.911,0,0.059
com.serotonin.mango.vo.publish.httpSender.HttpSenderVO,HttpSenderVO,low-medium,low-medium,low-medium,high,8,36,11,2,0,23,130,78,6,7,20,0,0,0.918,0.812,0.933,0,0
com.serotonin.mango.view.View,View,low-medium,low-medium,low-medium,high,9,57,23,1,0,44,145,89,8,3,26,0,0,0.92,0.835,0.808,3,0
com.serotonin.mango.vo.report.ReportInstance,ReportInstance,medium-high,low,medium-high,high,1,57,23,1,0,51,133,116,12,4,34,0,0,0.926,0.803,0.85,1,0
com.serotonin.mango.vo.event.EventHandlerVO,EventHandlerVO,medium-high,low-medium,very-high,high,10,82,18,1,0,95,556,318,22,15,51,0,0,0.927,0.828,0.869,1,0
com.serotonin.mango.vo.event.PointEventDetectorVO,PointEventDetectorVO,medium-high,high,medium-high,high,21,55,16,2,0,77,411,209,14,14,39,1,0,0.931,0.833,0.868,2,0
com.serotonin.mango.vo.DataPointVO,DataPointVO,medium-high,medium-high,very-high,high,11,100,23,1,0,89,594,409,30,7,72,0,0,0.941,0.893,0.916,0,0
br.org.scadabr.vo.dataSource.dnp3.Dnp3PointLocatorVO,Dnp3PointLocatorVO,low-medium,low,low-medium,high,3,31,6,2,0,28,118,76,9,13,25,0,0,0.959,0.822,0.957,0,0
com.serotonin.mango.rt.event.EventInstance,EventInstance,low-medium,low,medium-high,high,3,36,2,1,0,36,137,72,16,0,35,0,0,0.961,0.808,0.946,0,0
com.serotonin.mango.db.dao.EventDao,EventDao,medium-high,medium-high,medium-high,high,18,121,60,2,0,80,398,315,2,14,38,6,0,0.966,0.846,0.966,4,0
src,,,,,,,,,,,,,,,,,,,,,,,
